Name1,Name2,Name3,Price,Discount,Country,Producer,VendorCode,Weight,WeightUnit,Compound,Protein,Fat,Carbo,Portion,Guid,Adult,Link,CategoriesEnum
Крекер Кристо-Твисто Сыр,,,2.08,,Россия,"ОАО «Кондитерская фабрика «БЕЛОГОРЬЕ» 308032, г.Белгород, ул. Промышленная, 19, Россия.",-895195718,205,гр,"Классический ароматный  крекер со вкусом сыра - сочетает все достоинства слоистой, тающей во рту выпечки и вкуса сыра.",,,,,860b211b-fce1-48be-b8db-325564f34544,False,https://avatars.mds.yandex.net/get-eda/2353725/c2a750f1ff4be331093c0154835f1f3d/{w}x{h},
Крекер Яшкино Золотая Рыбка,,,1.74,,Россия,"ООО ""КДВ Воронеж"", Воронежская обл., Рамонский р-н, д. Богданово, ул. Лесная, д. 31, Россия.",-895195941,180,гр,"Классический крекер: воздушный, хрустящий и рассыпчатый, слегка солоноватый. Печенье в виде золотых рыбок, возможно, поэтому так любимо детьми. В составе только натуральные ингредиенты.",,,,,7f3ce181-0781-4ef3-8d2a-97c3065e9b59,False,https://avatars.mds.yandex.net/get-eda/3770794/c306b4d107a6d280fda843970b35e017/{w}x{h},
Крекер Кунжут-Семена Льна,Крекер Кунжут-Семена Льна 180гр,,1.31,,Россия,Минусинск КДВ ООО,-895195721,180,гр,Крекер Кунжут-Семена Льна 180гр,,,,,ced9ed75-bb30-4cf9-adcd-a2c82185f302,False,https://avatars.mds.yandex.net/get-eda/3596693/e063ee0eee39b09860ea8dda42e3d8dc/{w}x{h},
Пюре Маленькое Счастье Кабачки,Пюре Маленькое Счастье Кабачки 80г,,1.74,,Республика Беларусь,Белфуд Продакшн ООО,-895194191,80,г,,,,,,97200bed-e627-4974-9618-8405c0ebd03b,False,https://avatars.mds.yandex.net/get-eda/3529908/cb5ba706e7cee87d4e2b7139b69c87b1/{w}x{h},
Пюре Маленькое Счастье Кабачок-Картофель-Морковь,Пюре Маленькое Счастье Кабачок-Картофель-Морковь 90г,,1.59,,Республика Беларусь,Белфуд Продакшн ООО,-895195161,90,г,,,,,,10291590-1e6b-46b4-9f79-f01fb45ac0e5,False,https://avatars.mds.yandex.net/get-eda/3521394/40585947c1ab524952e1db2973491e77/{w}x{h},
Смесь Беллакт Премиум 3,Смесь Беллакт Премиум 3 400г,,7.40,,Беларусь,"Волковысское ОАО «Беллакт», Беларусь., Гродненская область, г. Волковыск, ул. Октябрьская, 133, 231900",-895194976,400,г,,,,,,f67a06f0-5b95-438d-ae44-81d075e03db7,False,https://avatars.mds.yandex.net/get-eda/3784951/9fbbbeb1829e66698f6964d3a75ed9be/{w}x{h},
Каша Беллакт Овсяная с Бананом,,,3.70,,Республика Беларусь,Беллакт,-895194757,250,гр,"Каша сухая на зерно-молочной основе овсяная с бананом быстрорастворимая для питания детей раннего возраста с пребиотиком обогащенная витаминами и минеральными веществами, в картонной пачке 250г",,,,,1f691679-f6a2-4883-baab-a177c29a826c,False,https://avatars.mds.yandex.net/get-eda/3781088/366c7eb5896c53e9eef3904579100f88/{w}x{h},
Йогурт СуперКид Ваниль-Конфеты 2%,Йогурт СуперКид Ваниль-Конфеты 2% 103гр,,1.54,1.23,Республика Беларусь,Савушкин Продукт ОАО,-1612989758,103,гр,Йогурт СуперКид Ваниль-Конфеты 2% 103гр,,,,,ad8d76b0-5e53-4558-9cb1-b06d4233dd70,False,https://avatars.mds.yandex.net/get-eda/3807631/918673ec0aa486ea02f8cdab2982d60c/{w}x{h},
Подгузники Белла Бэйби Хэппи Миди 5-9кг,,,40.78,,Польша,"TZMO S.A., 87-100, Торунь, ул. Жулкиевского, 20/26, Польша
",-895194902,72,шт,"Подгузники Happy Midi сделаны специально для детей весом от 5 до 9 кг. На этом этапе развития ребенок еще мало активен, поэтому для полного комфорта ему необходимы подгузники, которые могут обеспечить лишь сухость и спокойный сон. Подгузник Bella воздухопроницаемый - свежий воздух имеет постоянный доступ к нежной коже малыша. Специальная мягкая структура нетканого материала Premium Dry, защищающая кожу от потертостей, позволяет подгузнику еще лучше впитывать мочу и жидкий стул, которые могут раздражать нежную кожу младенца. Эластичные боковые оборки подгузника препятствуют проникновению влаги наружу и увеличивают комфорт. Правильно фиксировать подгузники позволяют многоразовые застежки-липучки. Рисунок на фронтальной ленте подгузника симметричен, что облегчает правильное крепление застежек. ",,,,,5977e1ef-4998-4b41-bccd-9c184e3c0066,False,https://avatars.mds.yandex.net/get-eda/2796335/de25a9a75692dae5f4d3e780c9263517/{w}x{h},
Подгузники-трусики Слиппи 4-9 кг,Подгузники-трусики Слиппи 4-9 кг 34шт,,10.36,,Турция,"""Eruslu Saglik Urunleri Sanayi ve Ticaret A.S"", Адрес: 4. Organize Sanayi Bolgesi 83424 Nolu Cadde No: 3-5б Sehitkamil - Gazi",-895195451,34,шт,Подгузники-трусики Слиппи 4-9 кг 34шт,,,,,dae2529e-175f-440c-a220-2b675fb86dde,False,https://avatars.mds.yandex.net/get-eda/3512826/56e82ffcfab6b6621c471a66ca50ee6a/{w}x{h},
Пеленки Гигиенические Драй Дэй Детские Одноразовые 60*40,Пеленки Гигиенические Драй Дэй Детские Одноразовые 60*40 5шт,,4.91,,Республика Беларусь,Модум Наша Косметика ПКФ СОАО,-899762822,5,шт,Пеленки Гигиенические Драй Дэй Детские Одноразовые 60*40 5шт,,,,,ca768436-c944-4813-80df-a104ee6db313,False,https://avatars.mds.yandex.net/get-eda/3595156/dbf3a08db5b33ae0b9e1268b9886052d/{w}x{h},
Бумага Туалетная Перышко Белая 3-х слойная,Бумага Туалетная Перышко Белая 3-х слойная 12шт,,8.65,,Россия,"346918, г.Новошахтинск,  ул. Циолковского 38A, РФ",-895196043,12,шт,Бумага Туалетная Перышко Белая 3-х слойная 12шт,,,,,a57e724d-8dcd-4d38-bc81-73f3d263d083,False,https://avatars.mds.yandex.net/get-eda/3806315/5f2661f3764443c1610def89e8fbeb06/{w}x{h},
Бумага Туалетная Соффионе Премиум Лаванда 3-х слойная,,,4.64,,Россия,Архбум Тиссью Групп ООО,-899818293,4,рулона,Изделия из бумаги хозяйственно-бытового и санитарно-гигиенического назначения одноразового использования товарного знака Soffione: туалетная бумага,,,,,b1e80f82-07a9-458c-8ff3-3b8d8d013777,False,https://avatars.mds.yandex.net/get-eda/3585205/9abd89114369eeb484239d886b4c022b/{w}x{h},
Бумага Туалетная Вейро Элит Белая 3-х слойная,,,4.60,,Россия,"ОАО ""Сыктывкар Тиссью Груп"", 167026, Россия, Республика Коми, г.Сыктывкар, пр.Бумажников 4",-895194509,4,рулона,"Трехслойная туалетная бумага. Мягкая и прочная. В рулоне 17,5 метров. В упаковке 4 рулона.",,,,,552105c4-c2a3-4549-bcae-ea43884da9fc,False,https://avatars.mds.yandex.net/get-eda/3559865/01e5db0a7c9feeb5d15ff087aea6ab4c/{w}x{h},
Бумага туалетная Зева Плюс Белая,,,9.53,,Бельгия,"ООО ""ЭсСиЭй Хайджин Продактс Хугезанд Б.В."", Нидерланды, Абрамскаде 6, 9601 КМ Хоогезанд",-899763001,12,рулонов,Белая двухслойная туалетная бумага без аромата.12 рулонов в упаковке. Со смываемой втулкой Aqua Tube.,,,,,0db47ad9-562f-4ced-8b7b-1f0a562540d6,False,https://avatars.mds.yandex.net/get-eda/3513074/209a3d235379e4c19f9a825e6d1fd69f/{w}x{h},
Антиперспирант Аэрозольный Дав Невидимый,Антиперспирант Аэрозольный Дав Невидимый 150мл,,10.80,,Россия,Юнилевер Русь ООО,-895195779,150,мл,Антиперспирант Аэрозольный Дав Невидимый 150мл,,,,,aa29f068-25c0-407f-95a4-7f7c97561767,False,https://avatars.mds.yandex.net/get-eda/3512826/c198b07373004e4aa7cd7360e20cf2c2/{w}x{h},
Шампунь-Бальзам Клер Мен Актив Спорт,Шампунь-Бальзам Клер Мен Актив Спорт 400мл,,12.99,,Россия,Юнилевер Русь ООО,-899762968,400,мл,,,,,,b2d8d5c6-0de3-44e3-85d6-f05c5d1760a7,False,https://avatars.mds.yandex.net/get-eda/3439767/3e6b76f57ea164d058ded46b7b6dbc61/{w}x{h},
Шампунь Клер Вита Аве Защита Цвета,Шампунь Клер Вита Аве Защита Цвета 400мл,,14.96,,Россия,Юнилевер Русь ООО,-895194566,400,мл,,,,,,ce8c6731-4196-4592-8ede-19a727358011,False,https://avatars.mds.yandex.net/get-eda/3507668/05b652e530deb8831dd9a7e05f850fdf/{w}x{h},
Шампунь для Волос Алан Хадаш Авокадо,,,29.35,,Израиль,Edward Gaunt Cosmetic Labs LTD,-899818349,200,мл,"Беcсульфатный шампунь «Израильский авокадо» содержит биоразлагаемые поверхностно-активные вещества природного происхождения. Компоненты мягко очищают, не вызывают раздражения и не пересушивают. Беcсульфатный состав возвращает волосам природный блеск, делает их эластичными, предотвращает сечение кончиков.
Активный состав глубоко проникает внутрь и питает волосы. Масло авокадо нормализует баланс влаги, не допускает пересыхания. Экстракт ромашки устраняет воспаление и сухость кожи головы. Вытяжка из листьев алоэ стимулирует фолликулы, ускоряет рост волос. Шалфей мускатный и соль Мертвого моря восстанавливают поврежденный стержень и защищают от ломкости.",,,,,3fe50c4b-e99b-404f-a360-b6ea76baf42c,False,https://avatars.mds.yandex.net/get-eda/3506804/0ecd7a2c08248246864585901026966b/{w}x{h},
Шампунь Дав Хэир Терапи Восстановление,Шампунь Дав Хэир Терапи Восстановление 380 мл,,11.99,,Россия,Юнилевер Русь ООО,-899818251,380,мл,Шампунь Дав Хэир Терапи Восстановление 380 мл,,,,,6bc2efdd-75a4-4060-afc4-50b722fa0e83,False,https://avatars.mds.yandex.net/get-eda/3808326/6a9277b8f0971c4f6c900d1f42c50a86/{w}x{h},
Шампунь Мужской Клер Вита 2в1 Глубокое Очищение,,,18.25,,Россия,Юнилевер Русь ООО,-1612989761,400,мл,"Загрязнения окружающей среды, стресс и неправильное питание могут вызывать перхоть. Специально разработанный для мужчин шампунь CLEAR Men Глубокое очищение 2 в 1, обогащенный активированным углем, глубоко очищает кожу головы', удаляет кожное сало и очищает кожу головы и волосы. Мужественный фужерный аромат с сердечными нотами лаванды и теплых специй в сочетании с цитрусовыми нотами апельсина и лайма дополнен изысканным запахом драгоценного пачули и белого мускуса. Здоровые волосы без перхоти – это, в первую очередь, здоровая кожа головы. CLEAR не только защищает от видимой перхоти, но и борется с проблемой на более глубоком уровне. Экспертами CLEAR была разработана тройная технология защиты от перхоти, которая эффективно борется с проблемой перхоти*, очищает кожу головы и активирует ее естественную защиту. Для улучшения защиты и увлажнения кожи головы, в дополнение к ключевому компоненту от перхоти – цинку пиритиону, в обновленную формулу CLEAR добавлен комплекс аминокислот. Обновленная система с Гуаром делает более эффективными доставку и депозицию активных веществ, а также борьбу с грибком Malassezia, являющимся главной причиной появления перхоти. У мужчин наблюдается тенденция к большей жирности кожи головы вследствие более выраженной секреции естественных жиров тела (кожного сала), следовательно, у мужчин наблюдается тенденция к большему количеству перхоти. Активные веществе шампуней СLEAR MEN борются с самими актуальными проблемами кожи головы и волос. А для усиления естественной защиты кожи головы в состав средств был добавлен комплекс аминокислот, состоящий из глицина, таурина и ниацинамида. *гарантия защиты от перхоти. Удаляет видимую перхоть при регулярном использовании. ' в пределах эпидермиса",,,,,a7879a16-815c-4200-ada1-c2a93f0af0e4,False,https://avatars.mds.yandex.net/get-eda/2783965/a624b260c05f1ae8f6c19fc9b932308f/{w}x{h},
Бальзам для Волос Пантин Густые и Крепкие,Бальзам для Волос Пантин Густые и Крепкие 360мл,,16.63,,Венгрия,Procter & Gamble,-895194120,360,мл,,,,,,1151676b-678c-4ad0-8d5d-c6028bbaa985,False,https://avatars.mds.yandex.net/get-eda/3808326/80fcddb21033a423426569aa9afafc9c/{w}x{h},
Крем-Гель для Душа Дав Глубокое Питание и Увлажнение,Крем-Гель для Душа Дав Глубокое Питание и Увлажнение 250мл,,13.02,,Россия,Юнилевер Русь ООО,-895194846,250,мл,,,,,,4eaae362-41c2-472a-93b0-af53dd70c373,False,https://avatars.mds.yandex.net/get-eda/3790679/e8479a81e2bc558f7f251be25083fac5/{w}x{h},
Гель для Душа Акс Дарк Темптейшн Мужской,Гель для Душа Акс Дарк Темптейшн Мужской 250мл,,10.12,,Россия,Юнилевер Русь ООО,-899818333,250,мл,,,,,,ab5b3416-56a8-40af-858e-a055ee829b20,False,https://avatars.mds.yandex.net/get-eda/3569651/a19929eb3f09106cece18e8f1b85b9d3/{w}x{h},
Экстракт Хвойный для Ванн,Экстракт Хвойный для Ванн 1л,,4.99,,Республика Беларусь,Хвоинка Чп,-895195832,1,л,,,,,,8701b810-c1bd-4c64-8b19-162aab95ebea,False,https://avatars.mds.yandex.net/get-eda/3784951/d4b15aa9370f8e4c2af02f72598de1ce/{w}x{h},
Бомбочка для ванн Зая Манговый Фрэш,Бомбочка для ванн Зая Манговый Фрэш 125г,,2.49,,Республика Беларусь,Saules Sapnis,-899762776,125,г,,,,,,07d57814-9713-4d80-9e16-eaa4fe0e2aab,False,https://avatars.mds.yandex.net/get-eda/3525402/c5e3a40f952c519b10d7316af3d90bdd/{w}x{h},
Бомбочка для Ванн Зая Тропический Микс,Бомбочка для Ванн Зая Тропический Микс 125г,,2.49,,Республика Беларусь,Saules Sapnis,-899818246,125,г,,,,,,86ee2907-27d2-49b7-9e2a-6f321f56f7e0,False,https://avatars.mds.yandex.net/get-eda/3816972/09f546006f4a2f84f53355b79f18ca30/{w}x{h},
Бомбочка для ванн Зая Красный Грейпфрут,Бомбочка для ванн Зая Красный Грейпфрут 125г,,2.49,,Республика Беларусь,Saules Sapnis,-899818153,125,г,,,,,,fa947d27-46e9-4cf5-9568-35cf754020b2,False,https://avatars.mds.yandex.net/get-eda/3529621/902b0cd80b512c65a9995c80952396f3/{w}x{h},
Бомбочка для ванн Зая Мята,Бомбочка для ванн Зая Мята 125г,,2.49,,Республика Беларусь,Saules Sapnis,-899762874,125,г,,,,,,13e66300-3309-4da7-aaf8-3dd36ef28f39,False,https://avatars.mds.yandex.net/get-eda/3702558/8a542ce03ad194f8fcd90ad04aace74a/{w}x{h},
Бомбочка для Ванн Зая Клубника,Бомбочка для Ванн Зая Клубника 125г,,4.82,,Республика Беларусь,Saules Sapnis,-899818221,125,г,,,,,,30541de9-cd08-4c6c-845c-f4fc06101dee,False,https://avatars.mds.yandex.net/get-eda/3805444/fca6100b6998c93dea310637255e874a/{w}x{h},
Паста Зубная Лакалют Актив,Laсalut AKTIV зубная паста 50мл,,5.92,,Германия,Dr Theiss Naturwaren Gmbh,-899762888,50,мл,Laсalut AKTIV зубная паста 50мл,,,,,3e5efbdd-f167-42a0-b33a-d83c7a3c2c69,False,https://avatars.mds.yandex.net/get-eda/3106738/640ef35b2fc8a0afc09d4078c2bb5606/{w}x{h},
Паста Зубная Сплат Отбеливание Плюс,Паста Зубная Сплат Отбеливание Плюс 100мл,,8.50,,Россия,Splat,-895194686,100,мл,Паста Зубная Сплат Отбеливание Плюс 100мл,,,,,e127cf78-d00b-445a-b9ac-9c6730c57d92,False,https://avatars.mds.yandex.net/get-eda/3580810/1760f8820e504b8d1b591c3c2c04c178/{w}x{h},
Паста Зубная Лакалют Актив,,,8.29,,Германия,"Dr. Theiss Naturwaren GmbH, Michelinstrae 10, 66424 Homburg, Германия",-895195800,75,мл,"Зубная паста Lacalut aktiv создана для людей, страдающих воспалительными заболеваниями десен. Lacalut aktiv содержит антисептик хлоргексидин, который быстро уничтожает большинство бактериальных возбудителей воспаления. Лактат алюминия в составе зубной пасты уплотняет рыхлые десны и уменьшает их кровоточивость.",,,,,5048fdc7-ed01-47c1-9bae-7acc06db5e09,False,https://avatars.mds.yandex.net/get-eda/3483997/41bc5b9ed7c1d6f45e28aec8a2e0bcdf/{w}x{h},
Паста Зубная Сплат Ультракомплекс,Паста Зубная Сплат Ультракомплекс 100мл,,8.50,,Россия,Splat,-895195550,100,мл,Паста Зубная Сплат Ультракомплекс 100мл,,,,,7eecac0e-eb17-4f47-8abf-7859e7eeeb11,False,https://avatars.mds.yandex.net/get-eda/3568095/c913281fd6c3609ac51acab14e852e0c/{w}x{h},
Паста Зубная Лакалют Кидс 4-8,,,7.05,,Германия,"Dr. Theiss Naturwaren GmbH, Michelinstra?e 10, 66424 Homburg, Германия",-895194980,50,мл,"Детская зубная паста с 4 до 8 лет для профилактики кариеса.  Приятный вкус сладкой мяты нравится детям, паста безопасна при проглатывании. Входящий в состав высокоэффективный аминофторид в соответствующей возрасту дозировке укрепляет зубную эмаль и защищает от кариеса. Мятный вкус зубной пасты облегчает дальнейший переход ребенка на взрослые зубные пасты.
",,,,,3c042eb4-bcea-449b-9eb3-da6dda5d9abb,False,https://avatars.mds.yandex.net/get-eda/3504598/06886c2bd30242bf65885d24e63cb9d3/{w}x{h},
Паста зубная Лакалют Сенсистив,Паста зубная Лакалют Сенсистив 50 мл,,5.92,,Германия,Dr Theiss Naturwaren Gmbh,-895195516,50,мл,Паста зубная Лакалют Сенсистив 50 мл,,,,,5b2453ae-7f4d-4d3e-8126-df00b5886151,False,https://avatars.mds.yandex.net/get-eda/3568095/9626616f49b6b1b29fc0c0a33c8ff63b/{w}x{h},
Ополаскиватель для Полости Тройное Действие,Ополаскиватель для Полости Тройное Действие 500мл,,12.10,,Польша,Colgate Palmolive,-895194117,500,мл,Ополаскиватель для Полости Тройное Действие 500мл,,,,,dbb3b7b2-ed41-4ffc-8e4d-548462597118,False,https://avatars.mds.yandex.net/get-eda/2050703/285388dabe32ac1d4ad79786b5d6fd31/{w}x{h},
Мыло Туалетное Докса Авокадо Бьюти,Мыло Туалетное Докса Авокадо Бьюти 150г,,1.89,,Турция,"Ergun Kimya Kozmetik San Ve Tic Ltd Sti ",-895195337,150,г,,,,,,c0fa7861-35cd-4295-873c-5ec750246f8c,False,https://avatars.mds.yandex.net/get-eda/3528150/1ca2a8c6ff863c7fe4b840cf80320b57/{w}x{h},
Крем-мыло Дав Кокос-Жасмин,,,6.22,,Германия,"Рхенаниастрассе 76-102, 68219 Верк Маннхеим, Германия",-899763030,135,г,"Это не просто мыло. Это первый шаг к красоте Вашей кожи. Используйте каждый день для глубокого питания и ослепительно красивой кожи. Бодрящий аромат огурца и зеленого чая подарит Вам прохладную свежесть. Не сушит кожу в отличие от обычного мыла. Крем-мыло Dove Прикосновение свежести обладает освежающим ароматом огурца и зеленого чая, а также на четверть состоит из увлажняющего крема, чтобы сделать Вашу кожу нежной и ослепительно красивой",,,,,273aa573-c30b-4d23-91ee-65359e9a8d27,False,https://avatars.mds.yandex.net/get-eda/3596693/a11a15b6540aa6b3fe8cab2365693509/{w}x{h},
Мыло Туалетное Докса Манго,Мыло Туалетное Докса Манго 150г,,1.91,,Турция,"Ergun Kimya Kozmetik San Ve Tic Ltd Sti ",-895194163,150,г,,,,,,a2ebb17c-9fc4-4b4e-b92f-3103c2a6a11c,False,https://avatars.mds.yandex.net/get-eda/3808326/8c1117cbfa49436cb5603d4094eee266/{w}x{h},
Крем-мыло Дав Прикосновение Свежести,,,6.22,,Германия,"Рхенаниастрассе 76-102, 68219 Верк Маннхеим, Германия",-899762671,135,г,"Это не просто мыло. Это первый шаг к красоте Вашей кожи. Используйте каждый день для глубокого питания и ослепительно красивой кожи. Бодрящий аромат огурца и зеленого чая подарит Вам прохладную свежесть. Не сушит кожу в отличие от обычного мыла. Крем-мыло Dove Прикосновение свежести обладает освежающим ароматом огурца и зеленого чая, а также на четверть состоит из увлажняющего крема, чтобы сделать Вашу кожу нежной и ослепительно красивой",,,,,e7c7aee0-67a1-404d-8d7e-4cf0279b5183,False,https://avatars.mds.yandex.net/get-eda/3709189/24feccbd9b9b36f4b34ecda74fe28387/{w}x{h},
Мыло Хозяйственное Умный Выбор Отбеливающее Лимон,Мыло Хозяйственное Умный Выбор Отбеливающее Лимон 200г,,1.52,,Республика Беларусь,Мед Интерпласт ИПУП,-895195346,200,г,,,,,,be8d8b06-f147-4cf4-bb6a-9da0274547cf,False,https://avatars.mds.yandex.net/get-eda/3439028/3539335ef672961c0bcd452414437643/{w}x{h},
Вода Мицеллярная Гарньер,Вода Мицеллярная Гарньер 125мл,,8.62,,Польша,Loreal Group,-895195498,125,мл,,,,,,396fa781-1ade-44d5-afc1-ed63d2609846,False,https://avatars.mds.yandex.net/get-eda/3106738/23982f3eddae11d055e7884ead4020d6/{w}x{h},
Прокладки Гигиенические Белла Ультра Сенситив,,,3.69,,Россия,"TZMO S.A., 87-100, Торунь, ул. Жулкиевского, 20/26, Польша",-895195950,10,шт,"Ультратонкие прокладки для чувствительной кожи подарят ощущение комфорта. Они имеют толщину всего 2 мм, но гарантируют надежную защиту во время критических дней, и незаметны даже под обтягивающей одеждой. Боковые крылышки и 3 клеящих полосы обеспечивают надежную фиксацию к белью. 
",,,,,338a1cb8-cbf5-42ef-a8ae-5ccca0bfe50c,False,https://avatars.mds.yandex.net/get-eda/3581687/b6ec8f5ffdd600fec5112bbef7a743fb/{w}x{h},
Прокладки Гигиенические Олвейс Ультра Супер,,,8.09,,Венгрия,"«Проктер энд Гэмбл», Хугинет КФТ адрес: Хатар ут. 3, 2141 Ксомор",-895194389,8,шт,"Прокладки Always Ultra Long (Размер 3) с крылышками предлагают до 100% защиты для вашей уникальной фигуры и интенсивности выделений. Идеально подходят при обильных выделениях. Гигиенические прокладки Always Ultra имеют защитные контуры Secureguard и содержат гель, который впитывает и удерживает влагу, помогая предотвращать протекания. А благодаря технологии нейтрализации запаха эти прокладки запирают неприятный запах, а не маскируют его.",,,,,ccbb4275-836c-400a-93e3-bc7771f30f95,False,https://avatars.mds.yandex.net/get-eda/3816972/57894c4cf2e2a08090a3babfcae6e49e/{w}x{h},
Тампоны Ола Супер,Тампоны Ола Супер 16шт,,8.08,,Россия,Хайджин Кинетикс Продактс,-895195341,16,шт,Тампоны Ола Супер 16шт,,,,,39cc6bd7-fa46-432f-a2e3-42a4f82051e1,False,https://avatars.mds.yandex.net/get-eda/3529908/7e91bc6dbd95ea6978905f6f82b757f8/{w}x{h},
Тампоны Ола Супер Плюс,Тампоны Ола Супер Плюс 16шт,,8.08,,Россия,Хайджин Кинетикс Продактс,-895194700,16,шт,Тампоны Ола Супер Плюс 16шт,,,,,5a4a76ea-209d-4b16-97c2-e3731883cc7a,False,https://avatars.mds.yandex.net/get-eda/3735503/9e2ff7cbd4bf6048fea062d576552ba7/{w}x{h},
Прокладки Гигиенические Натурелла Ультра с Ромашкой,,,6.09,,Венгрия," «Проктер энд Гэмбл», Хугинет КФТ адрес: Хатар ут. 3, 2141 Ксомор",-895195009,7,шт,"Гигиенические прокладки Naturella Ultra Night созданы по эксклюзивной впитывающей системе: супервпитывающие волокна равномерно распределяют и впитывают влагу. Это самые тонкие прокладки Naturella для комфорта и незаметности. Naturella – единственная прокладка с успокаивающим действием фитокрема, который покрывает кожу тонким защитным слоем и препятствует соприкосновению влаги с кожей, одновременно успокаивая ее и тем самым помогая избежать раздражения. На ощупь гигиеническая прокладка, содержащая фитокрем, сухая. Однако сразу после ее применения фитокрем под воздействием температуры тела начинает свое действие, переносится на кожу и смягчает ее.
Naturella Ultra Night разработаны специально, чтобы обеспечить защиту и подарить вам спокойные ночи в этот период.",,,,,1a0ab8fb-bd40-4fa4-9d76-55ad11164f6c,False,https://avatars.mds.yandex.net/get-eda/3508859/f2e1deee1787e9c2f719265cb2e96001/{w}x{h},
Прокладки Гигиенические Олвейс Ультра Найт,,,7.28,,Венгрия,"«Проктер энд Гэмбл», Хугинет КФТ адрес: Хатар ут. 3, 2141 Ксомор",-895195023,7,шт,"Always Ultra Night (Размер 4) с крылышками подходят как для дневного, так и для ночного использования и предлагают до 100% защиты специально для вашей фигуры и интенсивности выделений. Идеально подходят при умеренных выделениях. Гигиенические прокладки Always Ultra имеют защитные контуры Secureguard и содержат гель, который впитывает и удерживает влагу, помогая предотвращать протекания. А благодаря технологии нейтрализации запаха эти прокладки запирают неприятный запах, а не маскируют его.",,,,,33188ade-9278-46f5-93e0-9389219d88c1,False,https://avatars.mds.yandex.net/get-eda/3525402/a045fd51ce55a63e279e263658154a4e/{w}x{h},
Прокладки Гигиенические Натурелла Макси Дуо,Прокладки Гигиенические Натурелла Макси Дуо 16шт,,10.99,,Венгрия,Procter & Gamble,-895194544,16,шт,Прокладки Гигиенические Натурелла Макси Дуо 16шт,,,,,57f87355-83dc-4a3d-8bf6-07183ecdce9e,False,https://avatars.mds.yandex.net/get-eda/3805444/74b08e22fc831ba55c55c5ef647a3392/{w}x{h},
Прокладки Гигиенические Олвейс Ультра Нормал,,,7.28,,Венгрия,"«Проктер энд Гэмбл»,Хугинет КФТ адрес: Хатар ут. 3, 2141 Ксомор",-895195025,10,шт,"Прокладки Always Ultra Normal (Размер 2) с крылышками предлагают до 100% защиты специально для вашей фигуры и интенсивности выделений. Идеально подходят при незначительных выделениях. Гигиенические прокладки Always Ultra имеют защитные контуры Secureguard и содержат гель, который впитывает и удерживает влагу, помогая предотвращать протекания. А благодаря технологии нейтрализации запаха эти прокладки запирают неприятный запах, а не маскируют его. Гигиенические прокладки Always Ultra толщиной всего 3 мм дарят невероятное ощущение комфорта и обеспечивают защиту во время менструации.",,,,,ded0b275-093f-4ac3-9a6a-777cee4520ea,False,https://avatars.mds.yandex.net/get-eda/3806315/b3400b168c2acdf2540e399d4771a6e1/{w}x{h},
Пена для Бритья Жиллетт Сенситив,,,11.16,,Великобритания,"Gillette UK Ltd, Великобритания, 452 Basingstoke Road, Reading, Berkshire, RG2 0QE. UK",-899762694,200,мл,"Мыльная пена Sensitive Skin Gillette — средство для комфортного бритья, которое подойдет любому мужчине. Помогает улучшить состояние высокочувствительного эпидермиса. Состав легко наносится на лицо, распределяется и просто удаляется, не раздражая ткани. Особая консистенция пены позволяет бритве плавно скользить, не повреждая кожу.",,,,,88bf02d1-206a-4390-a5e9-a511742bcd48,False,https://avatars.mds.yandex.net/get-eda/2370127/87d5f939a172194f72fb6b63b63f80ec/{w}x{h},
Диски Ватные Зая,Диски Ватные Зая 50шт,,2.19,,Россия,Бумфа Групп ООО,-899762969,50,шт,Диски Ватные Зая 50шт,,,,,43bade4a-ea3d-467b-a84d-112d2bf7a83a,False,https://avatars.mds.yandex.net/get-eda/3502800/f30af35e1043954091ae847f0adb65d8/{w}x{h},
Диски Ватные Зая,Диски Ватные Зая 120шт,,4.99,,Россия,Бумфа Групп ООО,-899818200,120,шт,,,,,,bcdf6d6b-1b1c-4e37-8d9d-31b9faf8dd82,False,https://avatars.mds.yandex.net/get-eda/3401132/2ada5eeda96a6eabaf6b74e3b3ba97bb/{w}x{h},
Палочки Ватные Зая,Палочки Ватные Зая 200шт,,2.47,,Россия,Бумфа Групп ООО,-895194547,200,шт,Палочки Ватные Зая 200шт,,,,,b2682cf7-93d4-4f20-b771-f89b5f672432,False,https://avatars.mds.yandex.net/get-eda/3813301/2072b1d7fb81572fdce323ce96a8732c/{w}x{h},
