Name1,Name2,Name3,Price,Discount,Country,Producer,VendorCode,Weight,WeightUnit,Compound,Protein,Fat,Carbo,Portion,Guid,Adult,Link,CategoriesEnum
Подгузники Белла Бэйби Хэппи Миди 5-9кг,,,40.78,,Польша,"TZMO S.A., 87-100, Торунь, ул. Жулкиевского, 20/26, Польша
",-895194902,72,шт,"Подгузники Happy Midi сделаны специально для детей весом от 5 до 9 кг. На этом этапе развития ребенок еще мало активен, поэтому для полного комфорта ему необходимы подгузники, которые могут обеспечить лишь сухость и спокойный сон. Подгузник Bella воздухопроницаемый - свежий воздух имеет постоянный доступ к нежной коже малыша. Специальная мягкая структура нетканого материала Premium Dry, защищающая кожу от потертостей, позволяет подгузнику еще лучше впитывать мочу и жидкий стул, которые могут раздражать нежную кожу младенца. Эластичные боковые оборки подгузника препятствуют проникновению влаги наружу и увеличивают комфорт. Правильно фиксировать подгузники позволяют многоразовые застежки-липучки. Рисунок на фронтальной ленте подгузника симметричен, что облегчает правильное крепление застежек. ",,,,,5977e1ef-4998-4b41-bccd-9c184e3c0066,False,https://avatars.mds.yandex.net/get-eda/2796335/de25a9a75692dae5f4d3e780c9263517/{w}x{h},
Подгузники-трусики Слиппи 4-9 кг,Подгузники-трусики Слиппи 4-9 кг 34шт,,10.36,,Турция,"""Eruslu Saglik Urunleri Sanayi ve Ticaret A.S"", Адрес: 4. Organize Sanayi Bolgesi 83424 Nolu Cadde No: 3-5б Sehitkamil - Gazi",-895195451,34,шт,Подгузники-трусики Слиппи 4-9 кг 34шт,,,,,dae2529e-175f-440c-a220-2b675fb86dde,False,https://avatars.mds.yandex.net/get-eda/3512826/56e82ffcfab6b6621c471a66ca50ee6a/{w}x{h},
"Бальзам для Губ Ит Май Йогурт-Голубика 4,8мл",,,9.49,,Китай,Eat My Changsheng Indastrial,-895194337,4,g,"Бальзам бережно увлажняет и питает губы, помогая им оставаться ухоженными и мягкими в течение дня. Всё дело – в особом рецепте:

масло сладкого миндаля избавляет от сухости и шелушений;
кокосовое масло возвращает гладкость и упругость;
касторовое масло успокаивает и смягчает;
масло жожоба предотвращает появление трещинок;
канделильский воск защищает от обветривания.",,,,,1ada262a-e3be-4d93-900f-09bed302471f,False,https://avatars.mds.yandex.net/get-eda/3507787/886ec0a9c25f774eeb6dc86664e62009/{w}x{h},
Порошок Персил Колор,Порошок Персил Колор 450 г,,6.56,,Россия,Henkel,-895195181,450,г,Порошок Персил Колор 450 г,,,,,fe0af28b-7072-4d5c-bc2c-189334d73798,False,https://avatars.mds.yandex.net/get-eda/3490335/090d549195f66eddb0ea930447b05a8b/{w}x{h},
Порошок Стиральный Тайд Колор,,,25.94,,Россия,"ООО «Проктер энд Гэмбл», 125171, г. Москва, Ленинградское шоссе, 16А, стр. 2,",-895195174,3,кг,,,,,,ccb2a2b6-3dab-4449-95e7-b323b7ce3959,False,https://avatars.mds.yandex.net/get-eda/3435765/a1a278b775ed91f3c1662ee2c31e76bf/{w}x{h},
Порошок Стиральный Ариель Колор,,,33.97,,Россия,"ООО «Проктер энд Гэмбл», 125171, г. Москва, Ленинградское шоссе, 16А, стр. 2,",-899818086,3,кг,,,,,,304c4e37-5b20-4ddf-b564-425d9229bd1d,False,https://avatars.mds.yandex.net/get-eda/3595381/5e726b665393c69d09cff71a1cbe6936/{w}x{h},
Средство Моющее Персил Колор,Средство Моющее Персил Колор 3кг,,32.94,,Россия,Henkel,-895195173,3,кг,Средство Моющее Персил Колор 3кг,,,,,9739332d-270d-4d08-9251-67ab8f9dfb3c,False,https://avatars.mds.yandex.net/get-eda/1370147/07893a80b05dcc6c22f7945aa4e64615/{w}x{h},
"Гель для Стирки Герр Кли Универсальный 4,305мл","Гель для Стирки Герр Кли Универсальный 4,305мл",,17.31,,Германия,Clovin,-899762893,,,"Гель для Стирки Герр Кли Универсальный 4,305мл",,,,,4ce6de1a-b353-4852-bd71-6785e83986dc,False,https://avatars.mds.yandex.net/get-eda/3806466/e9852dd06c816584034714a337f068fc/{w}x{h},
Средство для Стирки Ариэль Колор,Средство для Стирки Ариэль Колор 1.3л,,36.85,,Венгрия,Procter & Gamble,-895195159,1.3,л,,,,,,3869f2ea-8bcd-4833-bd8c-8da94ba5d81d,False,https://avatars.mds.yandex.net/get-eda/3420935/4f48cd352a7e88457c896d9be443d431/{w}x{h},
Капсулы для Стирки Ариэль Колор 12*27г,Капсулы для Стирки Ариэль Колор 12*27г,,27.56,,Венгрия,Procter & Gamble,-895195182,285,g,,,,,,e9846e0e-140b-492d-927b-e5bd4c4d2494,False,https://avatars.mds.yandex.net/get-eda/3420935/c2a0ba0bd0e13400345078dc46630ba4/{w}x{h},
Пятновыводитель Жидкий Ваниш Кристальная Белизна,,,7.51,,Польша,"Reckitt Benckiser (Poland) Sp.z.o.o., ул. Окунин 1, 05-100 Новы Двор Мазовецки, Польша",-895194767,450,мл,"Специализированный пятновыводитель и отбеливатель для белых тканей Vanish Oxi Action Кристальная белизна удаляет пятна и сохраняет сияющую белизну ваших вещей. Он также содержит отбеливающие компоненты, помогающие поддерживать белизну вещей при каждой стирке. Подходит для деликатных тканей, шерсти и шелка. Жидкий Vanish Кристальная Белизна безопасен для вещей, так как не содержит хлор. Эффективен даже при низкой температуре.",,,,,246d55db-cec5-47dd-a0bf-c8d1ab5ed506,False,https://avatars.mds.yandex.net/get-eda/2806911/82a890949efcebe7f7cd12b8c2de07b1/{w}x{h},
Средство для мытья посуды Фэйри Сочный Лимон,,,5.36,,Россия,"ООО ""Проктер энд Гэмбл"", 125171, г. Москва, Ленинградское шоссе, 16А, стр. 2, Россия",-895194458,450,мл,"Средство для мытья посуды Fairy – гель для мытья посуды эффективно удаляет любые загрязнения даже в холодной воде, отлично смывается водой. Благодаря новой концентрированной формуле средство отлично пенится, глубоко проникает в жир и расщепляет его изнутри, позволяя отмыть в 2 раза больше посуды. Средство имеет приятный аромат лимона.",,,,,4c5d7924-b490-42ca-8222-c2439d6e50a7,False,https://avatars.mds.yandex.net/get-eda/2394388/b20ef36a73a1e5fdb8aa49073bc5ad48/{w}x{h},
Средство для мытья посуды Фэйри Чайное Дерево-Мята,,,5.36,,Россия,"ООО ""Проктер энд Гэмбл"", 125171, г. Москва, Ленинградское шоссе, 16А, стр. 2, Россия",-895194343,450,мл,"Средство для мытья посуды Fairy Нежные руки – гель для мытья посуды эффективно удаляет любые загрязнения даже в холодной воде, отлично смывается водой. Благодаря новой сбалансированной формуле средство отлично пенится, придает посуде кристальный блеск, после ополаскивания не оставляет разводов. Средство бережно относится к коже, имеет приятный аромат чайного дерева и мяты.",,,,,a2a8144b-e1a0-43f9-a890-4af76ee1d260,False,https://avatars.mds.yandex.net/get-eda/3472725/c05625b82389216f8c173b08939ced1e/{w}x{h},
Средство для мытья посуды Морнинг Фреш Оригинал,Средство для мытья посуды Morning Fresh 900мл оригинал,,7.30,,Великобритания,Pz Cussons,-895195329,900,мл,Средство для мытья посуды Morning Fresh 900мл оригинал,,,,,3147ddaf-5b67-4015-85c5-e41c6f239c6d,False,https://avatars.mds.yandex.net/get-eda/3538649/1821e45a6f291cbace4eab7705a39749/{w}x{h},
